Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7-ELEVEN #37825H,4950 - CALGARY TRAIL NW,226029028-002,Issued,,"Nov 10, 2023",,5170,Empire Park,papastew,53.487101,-113.495543,"(53.487101034308765, -113.49554262002667)",1,POINT (-113.49554262002667 53.487101034308765)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",THE ROYAL PALACE,4960 - 93 AVENUE NW,185276074-002,Issued,,"Jun 08, 2023",,6180,Eastgate Business Park,Métis,53.530832,-113.416518,"(53.5308320223354, -113.41651812312651)",1,POINT (-113.41651812312651 53.5308320223354)
Restaurant or Food Service,PHO KING,4960 - 98 AVENUE NW,371299162-002,Issued,,"Oct 04, 2024",,6180,Eastgate Business Park,Métis,53.537951,-113.416199,"(53.53795102187662, -113.41619862081484)",1,POINT (-113.41619862081484 53.53795102187662)
Cannabis Retail Sales,MILKYWAY CANNABIS,"A, 4962 - 98 AVENUE NW",402866711-010,Issued,,"May 18, 2024",,6180,Eastgate Business Park,Métis,53.537549,-113.417112,"(53.53754931770743, -113.41711173865971)",1,POINT (-113.41711173865971 53.53754931770743)
Restaurant or Food Service,RED SWAN PIZZA,4964 - 98 AVENUE NW,327508739-002,Issued,,"Dec 22, 2024",,6180,Eastgate Business Park,Métis,53.537951,-113.416199,"(53.53795102187662, -113.41619862081484)",1,POINT (-113.41619862081484 53.53795102187662)
Cannabis Retail Sales,KING STREET CANNABIS,4984 - 92 AVENUE NW,287266269-002,Issued,,"May 26, 2023",,6180,Eastgate Business Park,Métis,53.527115,-113.417270,"(53.527115022644466, -113.41726962420171)",1,POINT (-113.41726962420171 53.527115022644466)
Restaurant or Food Service,LOTUS CAFE,"5, 10015 - 82 AVENUE NW",426020462-002,Issued,,"Apr 19, 2023",Old Strathcona,6610,Ritchie,papastew,53.517566,-113.489585,"(53.51756603180242, -113.48958461117645)",1,POINT (-113.48958461117645 53.51756603180242)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service",PIZZA 73 #1048,"5, 1109 - SUMMERSIDE DRIVE SW",068841292-001,Issued,,"Jan 24, 2024",,6213,Summerside,Karhiio,53.423921,-113.462193,"(53.423921034093475, -113.46219314854423)",1,POINT (-113.46219314854423 53.423921034093475)
Alcohol Sales (Consumption Off-Premises),THE DISCOUNT LIQUOR,"5, 13651 - ST ALBERT TRAIL NW",139688130-001,Issued,,"Jun 12, 2023",,3290,McArthur Industrial,Anirniq,53.598539,-113.572880,"(53.59853903696359, -113.57287956532998)",1,POINT (-113.57287956532998 53.59853903696359)
Restaurant or Food Service,FRESHII,"5, 7237 - WINTERBURN ROAD NW",462352249-002,Issued,,"Feb 14, 2024",,4551,Granville,sipiwiyiniwak,53.507063,-113.687135,"(53.50706305592492, -113.68713457053613)",1,POINT (-113.68713457053613 53.50706305592492)
Restaurant or Food Service,99 SUNFLOWER COFFEE SHOP,"50, 10014 - 104 STREET NW",349439731-002,Issued,,"Jan 14, 2024",Downtown,1090,Downtown,O-day'min,53.539229,-113.499777,"(53.53922903173799, -113.49977710163662)",1,POINT (-113.49977710163662 53.53922903173799)
Restaurant or Food Service,TREATS CAFE #41010,"50, 9777 - 102 AVENUE NW",155131984-001,Issued,,"Nov 08, 2023",Downtown,1090,Downtown,O-day'min,53.543405,-113.486849,"(53.54340502995436, -113.48684860313467)",1,POINT (-113.48684860313467 53.54340502995436)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",OLIVETO TRATTORIA,500 - RIVERBEND SQUARE NW,033153192-001,Issued,,"Jul 10, 2023",,5190,Falconer Heights,pihêsiwin,53.468813,-113.588067,"(53.46881304638254, -113.58806710543928)",1,POINT (-113.58806710543928 53.46881304638254)
Restaurant or Food Service,TIM HORTONS #950,5003 - 101 AVENUE NW,007342733-001,Issued,,"Feb 12, 2024",,6550,Ottewell,Métis,53.540633,-113.419439,"(53.54063302210318, -113.41943861918904)",1,POINT (-113.41943861918904 53.54063302210318)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7-ELEVEN #37823H,5003 - 101 AVENUE NW,226014571-002,Issued,,"Dec 17, 2023",,6550,Ottewell,Métis,53.540633,-113.419439,"(53.54063302210318, -113.41943861918904)",1,POINT (-113.41943861918904 53.54063302210318)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service",PIZZA 73 #1034,5003 - 118 AVENUE NW,007334238-001,Issued,,"Jan 15, 2024",Beverly,2330,Highlands,Métis,53.570081,-113.418804,"(53.570081020289614, -113.41880410945771)",1,POINT (-113.41880410945771 53.570081020289614)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7-ELEVEN FOOD STORE #33535,5004 - 162 AVENUE NW,060703864-001,Issued,,"Nov 10, 2023",,2340,Hollick-Kenyon,Dene,53.622542,-113.414358,"(53.62254201667195, -113.41435809281685)",1,POINT (-113.41435809281685 53.62254201667195)
Restaurant or Food Service,QUIZNOS SUBS,5004 - 98 AVENUE NW,389585341-002,Issued,,"Apr 19, 2024",,6550,Ottewell,Métis,53.539463,-113.421477,"(53.53946302241457, -113.42147711912314)",1,POINT (-113.42147711912314 53.53946302241457)
"Restaurant or Food Service, Tobacco and Vaping Product Sales",COFFEE & SNACK SHOP,5005 - 111 STREET NW,098313812-001,Issued,,"May 02, 2024",,6520,Mill Woods Town Centre,Karhiio,53.455970,-113.420532,"(53.455970027248455, -113.42053214721776)",1,POINT (-113.42053214721776 53.455970027248455)
Alcohol Sales (Consumption Off-Premises),MARIO'S LIQUOR STORE LTD,5007 - 118 AVENUE NW,007371748-001,Issued,,"Jan 03, 2025",Beverly,2330,Highlands,Métis,53.570081,-113.418804,"(53.570081020289614, -113.41880410945771)",1,POINT (-113.41880410945771 53.570081020289614)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",PETRO CANADA / A&W,5009 - ELLERSLIE ROAD SW,440720528-002,Issued,,"Sep 11, 2024",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
"Restaurant or Food Service, Participant Recreation Service",ARCHETYPE,"501, 10344 - 102 STREET NW",397726793-002,Issued,,"Jun 15, 2023",Downtown,1090,Downtown,O-day'min,53.545358,-113.497010,"(53.545358031048, -113.49700960020199)",1,POINT (-113.49700960020199 53.545358031048)
Alcohol Sales (Consumption Off-Premises),50 ST LIQUOR STORE,5010 - 76 AVENUE NW,007272345-001,Issued,,"Dec 31, 2023",,6160,Davies Industrial East,Métis,53.513138,-113.419322,"(53.513138023715136, -113.41932162841591)",1,POINT (-113.41932162841591 53.513138023715136)
Restaurant or Food Service,TIM HORTONS,5010 - 99 STREET NW,349039139-002,Issued,,"Jan 22, 2024",,6560,Papaschase Industrial,Karhiio,53.487434,-113.486727,"(53.48743403324184, -113.48672712188988)",1,POINT (-113.48672712188988 53.48743403324184)
Restaurant or Food Service,HUMPTY'S,5011 - 130 AVENUE NW,323637652-002,Issued,,"Jul 15, 2023",,2380,Kennedale Industrial,Dene,53.589431,-113.419286,"(53.58943101920657, -113.41928560285038)",1,POINT (-113.41928560285038 53.58943101920657)
Restaurant or Food Service,A&W,5011 - 137 AVENUE NW,266380720-003,Issued,,"Dec 09, 2023",Fort Road and Area,2080,Belvedere,Dene,53.598233,-113.421905,"(53.59823301900002, -113.42190459930245)",1,POINT (-113.42190459930245 53.59823301900002)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",DENNY'S RESTAURANT,5011 - 25 AVENUE NW,230966503-002,Issued,,"Feb 12, 2024",,6520,Mill Woods Town Centre,Karhiio,53.456348,-113.421581,"(53.456348027350394, -113.42158064685675)",1,POINT (-113.42158064685675 53.456348027350394)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",LOVE PIZZA,5011 - MULLEN ROAD NW,412234126-002,Issued,,"Nov 21, 2023",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
Restaurant or Food Service,THAI EXPRESS,5015 - 111 STREET NW,089967528-001,Issued,,"Aug 22, 2023",,5170,Empire Park,papastew,53.485499,-113.515829,"(53.48549903681356, -113.51582861601987)",1,POINT (-113.51582861601987 53.48549903681356)
Restaurant or Food Service,TACO TIME,5015 - 111 STREET NW,292901603-002,Issued,,"Sep 19, 2023",,5170,Empire Park,papastew,53.485499,-113.515829,"(53.48549903681356, -113.51582861601987)",1,POINT (-113.51582861601987 53.48549903681356)
Restaurant or Food Service,CHACHI'S SOUTHGATE CENTRE,5015 - 111 STREET NW,316181510-002,Issued,,"Nov 02, 2024",,5170,Empire Park,papastew,53.485499,-113.515829,"(53.48549903681356, -113.51582861601987)",1,POINT (-113.51582861601987 53.48549903681356)
Cannabis Retail Sales,SMOKEY'S,5017 - 22 AVENUE SW,373266244-002,Issued,,"Oct 21, 2023",,6662,Walker,Karhiio,53.413301,-113.419866,"(53.4133010297076, -113.41986616155336)",1,POINT (-113.41986616155336 53.4133010297076)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",SHELL CANADA,5020 - 99 STREET NW,276691789-002,Renewal Notice,,"Apr 05, 2023",,6560,Papaschase Industrial,Karhiio,53.487785,-113.486826,"(53.48778503323289, -113.4868261217505)",1,POINT (-113.4868261217505 53.48778503323289)
Restaurant or Food Service,COSMIC PIZZA & DONAIR,5021 - 22 AVENUE SW,381779993-002,Issued,,"Jan 21, 2024",,6662,Walker,Karhiio,53.413301,-113.419866,"(53.4133010297076, -113.41986616155336)",1,POINT (-113.41986616155336 53.4133010297076)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",XO BISTRO,5021 - MULLEN ROAD NW,381932807-002,Issued,,"Feb 17, 2025",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
Restaurant or Food Service,EDO JAPAN,5023 - ELLERSLIE ROAD SW,349487689-002,Issued,,"Dec 19, 2023",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
Alcohol Sales (Consumption Off-Premises),HI END LIQUOR,5025 - 22 AVENUE SW,360910939-002,Issued,,"Jul 01, 2024",,6662,Walker,Karhiio,53.413301,-113.419866,"(53.4133010297076, -113.41986616155336)",1,POINT (-113.41986616155336 53.4133010297076)
Restaurant or Food Service,SHREE RESTAURANT BAKERY AND SWEETS,5025 - MULLEN ROAD NW,385193828-002,Issued,,"Feb 24, 2024",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Minor), Food Processing / Catering Service",ITALIAN CENTRE SHOP SOUTH LTD,5028 - 104A STREET NW,055605724-001,Issued,,"Apr 17, 2023",,5170,Empire Park,papastew,53.487479,-113.499624,"(53.487479034771304, -113.49962411898642)",1,POINT (-113.49962411898642 53.487479034771304)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7- ELEVEN (CANADA STORE #38502H),5031 - 22 AVENUE SW,292656419-013,Issued,,"Jun 02, 2023",,6662,Walker,Karhiio,53.413301,-113.419866,"(53.4133010297076, -113.41986616155336)",1,POINT (-113.41986616155336 53.4133010297076)
Restaurant or Food Service,A & W,5035 - GATEWAY BOULEVARD NW,007259299-001,Issued,,"Dec 31, 2023",,5110,Calgary Trail North,papastew,53.487389,-113.491047,"(53.48738903375767, -113.49104712093731)",1,POINT (-113.49104712093731 53.48738903375767)
Cannabis Retail Sales,VALUE BUDS AT RABBIT HILL ROAD,5035 - MULLEN ROAD NW,363141355-002,Issued,,"Oct 20, 2023",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
"Restaurant or Food Service, Retail Sales (Major), Wholesale, Warehouse, and Storage",CATCH OF THE WEEK,5036 - 106 AVENUE NW,430311626-002,Issued,,"Jun 22, 2023",,6061,Capilano,Métis,53.551775,-113.419691,"(53.55177502147511, -113.41969061539892)",1,POINT (-113.41969061539892 53.55177502147511)
Restaurant or Food Service,PANAGO,5036 - 167 AVENUE NW,421736986-002,Issued,,"Apr 19, 2023",,2522,McConachie,Dene,53.629238,-113.413634,"(53.62923801619217, -113.41363359072362)",1,POINT (-113.41363359072362 53.62923801619217)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BAR BURRITO,5037 - ELLERSLIE ROAD SW,277856323-002,Issued,,"Mar 25, 2024",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
Restaurant or Food Service,STARBUCKS COFFEE #56557,5038 - 127 AVENUE NW,309314041-002,Issued,,"Aug 07, 2024",,2380,Kennedale Industrial,Dene,53.584607,-113.419767,"(53.584607019547995, -113.41976710436326)",1,POINT (-113.41976710436326 53.584607019547995)
Restaurant or Food Service,DAIRY QUEEN #27409,5041 - ELLERSLIE ROAD SW,218839034-002,Issued,,"May 11, 2024",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
Alcohol Sales (Consumption Off-Premises),BSW LIQUOR,5044 - 167 AVENUE NW,437878390-002,Issued,,"Oct 26, 2023",,2522,McConachie,Dene,53.629238,-113.413634,"(53.62923801619217, -113.41363359072362)",1,POINT (-113.41363359072362 53.62923801619217)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BAR BURRITO,5047 - MULLEN ROAD NW,369081043-002,Issued,,"Sep 16, 2023",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
Restaurant or Food Service,SUBWAY,5049 - ELLERSLIE ROAD SW,224887408-002,Issued,,"Jul 21, 2023",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",RIPE TOMATO PIZZA,5051 - ELLERSLIE ROAD SW,360089166-002,Issued,,"Jun 24, 2023",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
Restaurant or Food Service,THE CHOPPED LEAF,5063 - ELLERSLIE ROAD SW,289326245-002,Issued,,"Oct 16, 2023",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",ROYAL SWEETS & RESTAURANT LTD,5065 - 22 AVENUE SW,380208987-002,Issued,,"Jun 13, 2023",,6662,Walker,Karhiio,53.413301,-113.419866,"(53.4133010297076, -113.41986616155336)",1,POINT (-113.41986616155336 53.4133010297076)
Restaurant or Food Service,OPA THE SOUVLAKI,5067 - ELLERSLIE ROAD SW,260200366-002,Issued,,"Sep 01, 2023",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
Restaurant or Food Service,CHICKEN CHEMISTRY,5071 - 22 AVENUE SW,453425135-002,Issued,,"Dec 08, 2023",,6662,Walker,Karhiio,53.413301,-113.419866,"(53.4133010297076, -113.41986616155336)",1,POINT (-113.41986616155336 53.4133010297076)
Restaurant or Food Service,IHOP RESTAURANT,5071 - ELLERSLIE ROAD SW,247240176-002,Issued,,"Jan 26, 2024",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",SAIGON CUISINE,508 - RIVERBEND SQUARE NW,063763846-001,Issued,,"Jan 20, 2024",,5190,Falconer Heights,pihêsiwin,53.468813,-113.588067,"(53.46881304638254, -113.58806710543928)",1,POINT (-113.58806710543928 53.46881304638254)
Restaurant or Food Service,POPEYES LOUISIANA KITCHEN,5086 - WINDERMERE BOULEVARD NW,410348229-002,Issued,,"Jan 17, 2024",,5505,Ambleside,pihêsiwin,53.434865,-113.594984,"(53.43486504920578, -113.59498361521604)",1,POINT (-113.59498361521604 53.43486504920578)
Restaurant or Food Service,SHANGHAI EXPRESS,"51, 10025 - JASPER AVENUE NW",102233179-001,Issued,,"Nov 12, 2023",Downtown,1090,Downtown,O-day'min,53.540714,-113.490953,"(53.5407140306009, -113.49095260311674)",1,POINT (-113.49095260311674 53.5407140306009)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",PHO KIM'S AUTHENTIC VIETNAMESE CUISINE,"510, 6655 - 178 STREET NW",119739789-002,Issued,,"Jun 04, 2024",,4080,Callingwood South,sipiwiyiniwak,53.501519,-113.628945,"(53.50151904932205, -113.62894508537595)",1,POINT (-113.62894508537595 53.50151904932205)
Restaurant or Food Service,TIM HORTONS,5105 - 167 AVENUE NW,090204676-001,Issued,,"Mar 05, 2024",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Restaurant or Food Service,ALBERT'S FAMILY RESTAURANT,5107 - 99 STREET NW,346397562-002,Issued,,"Dec 16, 2023",,6100,Coronet Industrial,papastew,53.489324,-113.485139,"(53.48932403294146, -113.48513862161452)",1,POINT (-113.48513862161452 53.48932403294146)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",SEASONS BAR AND GRILL,5116 - GATEWAY BOULEVARD NW,357514601-002,Issued,,"May 06, 2023",,5110,Calgary Trail North,papastew,53.488568,-113.493500,"(53.48856803397939, -113.49349961999425)",1,POINT (-113.49349961999425 53.48856803397939)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service",RICKYS PIZZA,512 - RIVERBEND SQUARE NW,447280440-002,Issued,,"Nov 07, 2023",,5190,Falconer Heights,pihêsiwin,53.468813,-113.588067,"(53.46881304638254, -113.58806710543928)",1,POINT (-113.58806710543928 53.46881304638254)
Restaurant or Food Service,TEAPSY MILLWOODS MALL,"512, 2331 - 66 STREET NW",423466570-002,Issued,,"Mar 21, 2024",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
Restaurant or Food Service,KOCH FORD LINCOLN CANTEEN,5121 - GATEWAY BOULEVARD NW,082026892-001,Issued,,"Nov 25, 2023",,5110,Calgary Trail North,papastew,53.489828,-113.491151,"(53.489828033625884, -113.4911506200995)",1,POINT (-113.4911506200995 53.489828033625884)
Restaurant or Food Service,WAVES COFFEE HOUSE,5124 - MULLEN ROAD NW,231440770-002,Issued,,"Oct 25, 2023",,5477,Mactaggart,pihêsiwin,53.435135,-113.572484,"(53.435135046517495, -113.57248362014981)",1,POINT (-113.57248362014981 53.435135046517495)
Restaurant or Food Service,DICKEY'S BARBECUE PIT,5125 - MULLEN ROAD NW,424036171-002,Issued,,"Aug 02, 2024",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
Restaurant or Food Service,CURRIES & PUFFS,"513, 2331 - 66 STREET NW",271347255-002,Issued,,"Jun 28, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",OEB RABBIT HILL,5133 - MULLEN ROAD NW,425998574-002,Issued,,"Oct 24, 2023",,5477,Mactaggart,pihêsiwin,53.433929,-113.574684,"(53.433929046850075, -113.57468412005998)",1,POINT (-113.57468412005998 53.433929046850075)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",TIFFIN ON 50TH,5135 - ELLERSLIE ROAD SW,254846579-002,Issued,,"Aug 17, 2023",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
Restaurant or Food Service,STARBUCKS COFFEE#59119,5138 - GATEWAY BOULEVARD NW,353899133-002,Issued,,"Feb 17, 2024",,5110,Calgary Trail North,papastew,53.489090,-113.492820,"(53.48909003386783, -113.4928201199721)",1,POINT (-113.4928201199721 53.48909003386783)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Major), Food Processing / Catering Service",FRESON BROS.,5139 - MULLEN ROAD NW,374295885-002,Issued,,"Feb 17, 2024",,5477,Mactaggart,pihêsiwin,53.433101,-113.575791,"(53.43310104703042, -113.57579112008851)",1,POINT (-113.57579112008851 53.43310104703042)
Restaurant or Food Service,NEW YORK FRIES,"514, 2331 - 66 STREET NW",062891547-001,Issued,,"Jan 14, 2024",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",RISHUN HAPPY DINER LTD.,"514, 6655 - 178 STREET NW",414906422-002,Issued,,"Dec 06, 2023",,4080,Callingwood South,sipiwiyiniwak,53.501519,-113.628945,"(53.50151904932205, -113.62894508537595)",1,POINT (-113.62894508537595 53.50151904932205)
Restaurant or Food Service,EDO JAPAN,5140 - GATEWAY BOULEVARD NW,367657780-002,Issued,,"Oct 04, 2024",,5110,Calgary Trail North,papastew,53.489090,-113.492820,"(53.48909003386783, -113.4928201199721)",1,POINT (-113.4928201199721 53.48909003386783)
Restaurant or Food Service,JUGO JUICE,5146 - WINDERMERE BOULEVARD NW,461710104-002,Issued,,"Jan 29, 2024",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Alcohol Sales (Consumption Off-Premises),VALUE LIQUOR HUB,5149 - 55 AVENUE NW,395861803-002,Issued,,"May 27, 2023",,6640,Roper Industrial,Karhiio,53.491133,-113.419704,"(53.49113302506384, -113.41970413568079)",1,POINT (-113.41970413568079 53.49113302506384)
Restaurant or Food Service,EDO JAPAN,"515, 2331 - 66 STREET NW",007266322-002,Issued,,"Aug 27, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
Restaurant or Food Service,PETERS' DRIVE-IN,5151 - CALGARY TRAIL NW,360254129-002,Issued,,"May 19, 2024",,5110,Calgary Trail North,papastew,53.489099,-113.494076,"(53.48909903401643, -113.49407561968789)",1,POINT (-113.49407561968789 53.48909903401643)
Restaurant or Food Service,POPEYES LOUISIANA KITCHEN,5151 - ELLERSLIE ROAD SW,436016012-002,Issued,,"Jul 07, 2023",,6662,Walker,Karhiio,53.423786,-113.420208,"(53.423786029123825, -113.42020815799467)",1,POINT (-113.42020815799467 53.423786029123825)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",LOADED PIEROGI,5157 - 55 AVENUE NW,396939206-002,Issued,,"Aug 18, 2023",,6640,Roper Industrial,Karhiio,53.491133,-113.419704,"(53.49113302506384, -113.41970413568079)",1,POINT (-113.41970413568079 53.49113302506384)
Restaurant or Food Service,BOOSTER JUICE-RIVERBEND,516 - RIVERBEND SQUARE NW,091494337-001,Issued,,"Jan 23, 2024",,5190,Falconer Heights,pihêsiwin,53.468813,-113.588067,"(53.46881304638254, -113.58806710543928)",1,POINT (-113.58806710543928 53.46881304638254)
Restaurant or Food Service,TACO TIME,"516, 2331 - 66 STREET NW",183611370-002,Issued,,"Dec 02, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",JAPANESE BISTRO KOBE,"516, 6655 - 178 STREET NW",007269602-001,Renewal Notice,,"Mar 25, 2023",,4080,Callingwood South,sipiwiyiniwak,53.501519,-113.628945,"(53.50151904932205, -113.62894508537595)",1,POINT (-113.62894508537595 53.50151904932205)
Restaurant or Food Service,SIZZLING WOK,"517, 2331 - 66 STREET NW",097943648-001,Issued,,"Dec 15, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
Restaurant or Food Service,RAJA FOODS,5173 - 55 AVENUE NW,264372883-003,Renewal Notice,,"Apr 07, 2023",,6640,Roper Industrial,Karhiio,53.491133,-113.419704,"(53.49113302506384, -113.41970413568079)",1,POINT (-113.41970413568079 53.49113302506384)
Restaurant or Food Service,A & W,"518, 2331 - 66 STREET NW",112821791-001,Issued,,"Aug 20, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
Restaurant or Food Service,NATO'S KARINDERYA,"519, 2331 - 66 STREET NW",364058569-002,Issued,,"Aug 20, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
Restaurant or Food Service,ROGERS BROASTER CHICKEN,"520, 2331 - 66 STREET NW",279154741-002,Issued,,"Jun 20, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
Restaurant or Food Service,TIM HORTONS,5204 - 23 AVENUE NW,365920202-002,Issued,,"Jul 16, 2023",,6520,Mill Woods Town Centre,Karhiio,53.455052,-113.422251,"(53.4550520275069, -113.42225114713793)",1,POINT (-113.42225114713793 53.4550520275069)
Restaurant or Food Service,MCDONALDS,5205 - ELLERSLIE ROAD SW,391975959-002,Issued,,"May 04, 2023",,6662,Walker,Karhiio,53.423867,-113.422571,"(53.42386702939903, -113.42257065743824)",1,POINT (-113.42257065743824 53.42386702939903)
Restaurant or Food Service,WIN.THAI EXPRESS AND SUSHI SHOP,5206 - WINDERMERE BOULEVARD NW,174797661-002,Issued,,"Jul 12, 2024",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BROWNS SOCIAL HOUSE,5210 - WINDERMERE BOULEVARD NW,161876952-001,Issued,,"Feb 18, 2025",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
